"type";"ville";"prix";"surface";"nb_pieces";"nb_chambres";"description"
"ventes-appartements";"Paris 18E (75018)";"369000";"52";"3";"2";"Proximité immédiate des commerces et des écoles. Transport en communs à proximité (bus et métro)  Appartement de 3 pièces de 52m² **très lumineux**  Il se compose de : entrée, séjour, 2 chambres et..."
"ventes-appartements";"Paris 10E (75010)";"199000";"19";"1";"";"Proche canal saint martin,métro colonel fabien premier étage sur jardin,calme. 19 m2 bien distribué sans perte de place.  Cuisinette séparée (frigo,plaque ) Salle d'eau avec branchement machine à..."
"ventes-appartements";"Paris 19E (75019)";"269000";"30";"2";"1";"Quartier de Stalingrad. Situé à proximité du Bassin de la Villette et proche de tous commerces, transports et commodités.  Situé dans un immeuble ancien en brique de 1925, de bon standing, au 1er..."
"ventes-appartements";"Paris 18E (75018)";"415000";"41";"2";"1";"PARIS 18ᵉ – Boulevard Ney  Dernier étage avec ascenseur.  À Paris, sur le Boulevard Ney, au 6ᵉ et dernier étage avec ascenseur, découvrez ce 2 pièces de 41 m², entièrement repensé et rénové avec des..."
"ventes-appartements";"Paris 5E (75005)";"440000";"43";"1";"";"Au cœur du 5e arrondissement, à deux pas du Panthéon et de la rue Mouffetard, ancien atelier de 55 m² au sol (43 m² Carrez) en rez-de-chaussée d’un bel immeuble de 1880, bien entretenu.  Belle pièce..."
"ventes-appartements";"Paris 11E (75011)";"825000";"83";"4";"2";"Appartement familial entre Bastille et Plage des Vosges dans une rue calme et partiellement piétonne. Situé à l'entre étage d'un immeuble récent de 1994 parfaitement entretenu avec gardienne et..."
"ventes-appartements";"Paris 17E (75017)";"235000";"23.38";"1";"";"Rue Rennequin à proximité de l'avenue de Wagram. Studio de 23,38 m² vendu loué avec un bail de trois ans en date du 1ᵉʳ septembre 2021 et un loyer mensuel hors charges de 836 euros. Le bail expire au..."
"ventes-appartements";"Paris 10E (75010)";"295000";"27.60";"2";"1";"Entièrement rénové en 2022, ce deux pièces mansardé a conservé le charme de l’ancien par ses poutres apparentes et ses tomettes dans l’entrée. Rare par son calme et sa luminosité, l’appartement se..."
"ventes-appartements";"Paris 11E (75011)";"510000";"42";"3";"2";"Fonctionnel, lumineux et idéalement situé dans le 11ᵉ arrondissement de Paris, rue du Général Guilhem, cet appartement au 5ᵉ étage sur 6 d’un immeuble ancien sans ascenseur, offre un cadre de vie..."
"ventes-appartements";"Paris 18E (75018)";"298000";"33";"2";"1";"Vue sur les toits, à deux pas de la Butte Montmartre.  Charmant 2 pièces traversant situé au 7ᵉ étage d'un immeuble Haussmannien récemment rénové, offrant un cadre de vie unique en plein 18ᵉ..."
"ventes-appartements";"Paris 12E (75012)";"369000";"34.60";"2";"1";"Idéalement situé à deux pas du très prisé marché d’Aligre, au cœur d’un quartier vivant avec de nombreux commerces, venez découvrir ce superbe appartement de 34,62 m² entièrement refait à neuf.  ..."
"ventes-appartements";"Paris 14E (75014)";"265500";"25.54";"1";"";"**sous compromis**  PARIS 14ᵉ – Avenue du Général Leclerc  Studio 25,54 m² – 9ᵉ étage avec balcon – Rénové & Sécurisé.  Au cœur du 14ᵉ arrondissement de Paris, sur l'Avenue du Général Leclerc, ce..."
"ventes-appartements";"Paris 16E (75016)";"870000";"101";"4";"3";"En plein coeur du 16e arrondissement de Paris à la frontière avec Boulogne Billancourt, ce magnifique appartement de 101 m2, au 3e étage de l'immeuble du 11 Avenue Ferdinand Buisson. Comporte 3..."
"ventes-appartements";"Paris 6E (75006)";"1100000";"62";"3";"2";"Situé au sein d'un bel immeuble ancien, au 4ᵉ étage avec ascenseur, ce bien a une superficie de 62 m² loi Carrez comprenant : - Une entrée avec des rangements, - Un séjour/salle à manger, - Une..."
"ventes-appartements";"Paris 6E (75006)";"1020000";"61";"3";"2";"Paris 6ᵉ – Jardin du Luxembourg. entièrement rénové par architecte.  À deux pas de l'École Alsacienne, des commerces et des transports.  Immeuble ancien de standing avec ascenseur, en très bon état,..."
"ventes-appartements";"Paris 14E (75014)";"1060000";"106";"4";"2";"Appartement familial, lumineux et traversant de 106 m2 loi Carrez aux volumes exceptionnels à proximité des commerces, transports et écoles. Le bien se compose d'une entrée avec grand placard..."
"ventes-appartements";"Paris 5E (75005)";"565000";"50";"3";"2";"Paris 5e – Duplex d'exception sous les toits, calme et lumière  Au cœur du quartier historique, entre le Panthéon et la Place Monge, découvrez ce superbe duplex atypique de 50 m² Carrez (~60 m²..."
"ventes-appartements";"Paris 14E (75014)";"1850000";"154";"6";"4";"Venez découvrir ce bien rare sur les toits de Paris!  Ce duplex de 154 m2 en dernier niveau (12eme et 13eme étage) bénéficie d'une situation exceptionnelle:  - vue dégagée sur tout Paris;  -..."
"ventes-appartements";"Paris 15E (75015)";"250000";"21.80";"1";"";"Je vous propose ce studio de 21,8 m² situé au 4ème étage d'un immeuble construit en 1960, dans le 15ème arrondissement de Paris.  Ce studio comprend une pièce principale avec un espace cuisine..."
"ventes-appartements";"Paris 16E (75016)";"369000";"29";"2";"1";"Situé au 5 étage avec un ascenseur, un petit appartement de 29m2 entièrement rénové, meublé et équipé. Il est constitué d'une chambre, d'un salon avec une cuisine américaine, une salle de bain avec..."
"ventes-appartements";"Paris 13E (75013)";"399000";"29.10";"1";"";"Limite 5ᵉ, Boulevard Arago angle rue Pascal. Immeuble neuf 2025, traversant dans un quartier commerçant, écoles, transport à proximité. idéal étudiants / investisseurs / pied à terre  **Prestations..."
"ventes-appartements";"Paris 16E (75016)";"496000";"54";"2";"1";"A 5mn de la porte Saint Cloud , Appartement de 2 pièces de 54 m² situé au 5ème étage sur cour d'un immeuble (1930) de 7 étages avec ascenseur, à Paris 16e. , cet appartement est en très bon état."
"ventes-appartements";"Paris 15E (75015)";"490000";"53";"2";"1";"Paris 15ᵉ, Métro Cambronne, Immeuble en pierre de taille de 6 étages (année 1912), 2 pièces (3 pièces possibles) avec cave, 53,39 m² habitable et 52,25 m² loi Carrez, parquet, lumineux et calme,..."
"ventes-appartements";"Paris 10E (75010)";"610000";"65";"3";"2";"3 pièces de 65 m², au 154 rue La Fayette  au croisement entre le rue La Fayette et la rue du Faubourg St-Denis,  2 min du métro Gare du Nord.  - 5eme étage avec ascenseur, appartement très lumineux..."
"ventes-appartements";"Paris 16E (75016)";"149000";"11.20";"1";"";"Charmant pied-à-terre – Village d’Auteuil, Paris 16e.  Au cœur du très recherché Village d’Auteuil, à seulement 2 minutes du métro Michel-Ange Auteuil et des commerces, studio de 11,2 m² situé au 6e..."
"ventes-appartements";"Paris 4E (75004)";"560000";"45";"3";"2";"Appartement à vendre T3 - Paris 4  Dans le 4eme arrondissement de Paris, situé Rue crillon, l'appartement de 45m2 situé au premier étage sur cour des 2 cotés dans un immeuble comportant uniquement 4..."
"ventes-appartements";"Paris 6E (75006)";"790000";"60";"2";"1";"Idéalement situé dans le 6ème arrondissement avec parking, rue du Cherche-Midi et ouvert sur une petite rue calme, entre Le Bon Marché et la gare Montparnasse. Avec une belle hauteur sous plafond de..."
"ventes-appartements";"Paris 10E (75010)";"800000";"67";"4";"2";"Agence s'abstenir.  Ce bel appartement de 67 m² loi Carrez sur cour est situé dans une copropriété très calme à deux pas du Marché couvert Saint-Martin et de la boulangerie Mamiche, du restaurant,..."
"ventes-appartements";"Paris 11E (75011)";"290000";"39";"2";"1";"Paris 11ème. 2 pièces/1 chambre/39 m²  Dans une copropriété ancienne bien tenue (5 étages, 56 lots) appartement de 39 m² situé en rez-de-chaussée comprenant une entrée, un séjour, une chambre, une..."
"ventes-appartements";"Paris 11E (75011)";"1550000";"129";"6";"4";"Qui n’en a pas rêvé ? Dans son plus bel écrin fraichement ravalé, cet appartement familial saura vous faire vivre au rythme du 11eme, dans un cocon à l'abri de l’agitation et juste à côté de la vie..."
"ventes-appartements";"Paris 12E (75012)";"735000";"79";"4";"3";"Appartement 4 pièces avec 3 chambres, quartier Nation-Picpus,  situé au 1er étage avec ascenseur dans un immeuble de 1959 avec gardienne. Cet appartement de 79 m2 habitable plus 2 balcons de 2,45 m2..."
"ventes-appartements";"Paris 12E (75012)";"570000";"53";"2";"1";"Appartement 2 pièces avec terrasse et jardin privatifs – Copropriété prisée récente avec gardien 53 m² + 30 m² de jardin – DPE D – Prix net vendeur : 570 000 €.  Description : Au cœur de Paris, à..."
"ventes-appartements";"Paris 13E (75013)";"580000";"78";"5";"4";"Appartement de 78 m², situé au 20ᵉ étage, offrant une vue panoramique exceptionnelle sur tout Paris, sans vis-à-vis.  Très lumineux, calme, au sein d’une résidence bien entretenue avec gardien,..."
"ventes-appartements";"Paris 18E (75018)";"415000";"43";"2";"1";"Très proche du métro et de toutes commodités À 10mn à pied du Sacré Cœur Appartement 2 pièces Avec accès sur les jardins de la copropriété (TABLE ET CHAISES OK)- appartement traversant et lumineux (..."
"ventes-appartements";"Paris 13E (75013)";"1050000";"106";"5";"3";"« Situé rue du Chevaleret, dans un environnement calme, cet appartement, sans vis-à-vis, traversant et lumineux, est situé à 200 mètres de la station Bibliothèque François-Mitterrand (ligne 14 et RER..."
"ventes-appartements";"Paris 14E (75014)";"385000";"52";"2";"1";"Charmant appartement 2 pièces à Paris 14e refait à neuf en 2013 et rénové en 2023.  Superficie Loi Carrez totale : 38,70 m2 - Surface au sol totale : 52,30 m2 dont un sous-sol.  Un joli pied à terre..."
"ventes-appartements";"Paris 15E (75015)";"338000";"37";"2";"1";"Paris 15 - Georges Brassens. 2 pièces 37 m². Calme et Lumineux. Particulier.  Appartement de 2 pièces 37 m² situé au cœur du quartier Georges Brassens (Saint-Lambert, Paris 15e).  L'Appartement :   ..."
"ventes-appartements";"Paris 16E (75016)";"2490000";"220";"6";"5";"Appartement familial inondé de soleil, au 3ème étage, double exposition sud et ouest. 5 chambres dont une qui peut être indépendante. De nombreux rangements. Parquet moulures, immeuble 1930. Double..."
"ventes-appartements";"Paris 16E (75016)";"640000";"60";"3";"2";"AUTEUIL SUD – Élégant 3 pièces rénové – Paris 16e Dans le quartier résidentiel et recherché d’Auteuil Sud, à proximité immédiate du Pont du Garigliano, découvrez ce charmant appartement de 60 m²,..."
"ventes-appartements";"Paris 16E (75016)";"390000";"32";"2";"1";"À vendre – 2 pièces de 32 m² – Paris 16ᵉ (Rue du Ranelagh)  Idéalement situé dans le très prisé 16ᵉ arrondissement, à seulement 200 mètres du métro Ranelagh, ce charmant appartement de 32 m² loi..."
"ventes-appartements";"Paris 17E (75017)";"600000";"45";"3";"1";"Mac-Mahon/ Ternes Idéalement situé, au 3e étage avec ascenseur. Appartement 45m2, très bien agencé comprenant salon, salle à manger , cuisine ouverte entièrement équipée, chambre avec dressing ,..."
"ventes-appartements";"Paris 18E (75018)";"140000";"11";"1";"";"Haut de la Butte Montmartre, 50m place du Tertre et Sacré-Cœur (vue).  **Charmante studette meublée**, 11m2 (Carrez), au 3ème, cuisinette, douche/wc, sèche serviette, micro-ondes.  Luminaires, double..."
"ventes-appartements";"Paris 18E (75018)";"169000";"19.35";"1";"";"A proximité de toutes commodités (écoles, commerces, transports – Bus 302 au pied de l’immeuble, métro ligne 2 à 8 min à pied).  Situé au rez-de-chaussée d’un immeuble sécurisé par digicodes de 6..."
"ventes-appartements";"Paris 18E (75018)";"320000";"38";"3";"1";"Appartement 3 pièces – Paris 18ᵉ – 320 000 € – Rendement 2 600 €/mois  À vendre : Très joli 3 pièces meublé, lumineux et traversant, idéalement situé dans un quartier vivant et recherché du 18ᵉ..."
"ventes-appartements";"Paris 18E (75018)";"2100000";"189.18";"6";"5";"Loft contemporain avec patio verrière – grands volumes – Guy Môquet.  Situé à proximité immédiate du métro Guy Môquet (Ligne 13 du métro de Paris), dans un environnement paisible tout en restant..."
"ventes-appartements";"Paris 18E (75018)";"1050000";"80.80";"4";"3";"Duplex 4 pièces 80,8 m² – Dernier étage – Très lumineux – Clichy-Batignolles Rue Capron – 75018 Paris.  À deux pas de la Place de Clichy et du quartier recherché des Batignolles, cet appartement..."
"ventes-appartements";"Paris 10E (75010)";"168000";"15";"1";"";"Ce **lumineux petit studio, au dernier étage** avec deux fenêtres et une belle vue dégagée, est composé d'une entrée, d'un coin cuisine, d'une pièce principale avec lit et bureau, d'une salle d'eau..."
"ventes-appartements";"Paris 13E (75013)";"450000";"42";"2";"1";"[SOUS COMPROMIS]  Paris 13e – Limite 5e. A 10 minutes à pied du Jardin des Plantes.  Bel appartement lumineux de 42m², en très bon état situé au 7ème d'un immeuble sécurisé de 8 étages avec..."
"ventes-appartements";"Paris 10E (75010)";"910000";"106";"5";"3";"Appartement de 106 m², **en très bon état général**. Entièrement rénové par architecte, il conserve des éléments de l'ancien (moulures, cheminées en marbre, parquet en point de Hongrie) et offre un..."
"ventes-appartements";"Paris 18E (75018)";"252000";"33.12";"2";"1";"Paris 18ème, Porte de Saint-Ouen, bel appartement 2 pièces, refait à neuf de 33,12 m2 au 5ème étage sans ascenseur. Exposition Sud-Ouest, au calme, sur cour. Entrée, placard. Cuisine ouverte..."
"ventes-appartements";"Paris 19E (75019)";"165000";"19.09";"1";"";"Studio 19 m² - Paris 19eme – Ourcq  Rue de l’Ourcq.  Paris 19ème A proximité des quais du Canal de l’Ourcq  Studio 19 m2 rénové (19,09 m2 loi Carez) Composition : Cuisine indépendante aménagée Salle..."
"ventes-appartements";"Paris 19E (75019)";"329000";"27";"2";"1";"Appartement 2 pièces 27 m² – Quartier Jourdain / Buttes-Chaumont - Villa de l'Adour, Paris 19e – 329 000 €  Nichée au cœur du charmant quartier Jourdain, dans une impasse privée, arborée et paisible,..."
"ventes-appartements";"Paris 20E (75020)";"150000";"16";"1";"";"Charmant studio meublé – lumineux et cosy, loué jusqu'en 02/2027 À vendre, studio meublé de 16 m² plein de charme, idéalement situé rue Orfila, près de la place Gambetta, à deux pas des commerces,..."
"ventes-appartements";"Paris 20E (75020)";"307000";"27";"2";"1";"À 2 min du métro Saint-Fargeau et 5 min à pied des lignes 3, 11 et T3B.  Cet appartement de 27 m² loi Carrez, situé au 1er étage avec ascenseur entièrement rénové il y a 2 ans (perte de m2 dû à..."
"ventes-appartements";"Paris 20E (75020)";"520000";"53";"3";"2";"Beau 3 pièces de 53 m² sans perte d'espace, idéalement situé au 4e étage d'un immeuble 1910 sans ascenseur calme au sein d'une copropriété très bien entretenue. Le séjour de 22 m², spacieux et exposé..."
